hr,weekday,cnt,workingday
22,1,130.0,1
23,1,60.0,1
0,2,33.0,1
1,2,14.0,1
2,2,6.0,1
3,2,2.0,1
4,2,9.0,1
5,2,25.0,1
6,2,115.0,1
7,2,309.0,1
8,2,401.0,1
9,2,275.0,1
10,2,161.0,1
11,2,171.0,1
12,2,189.0,1
13,2,207.0,1
14,2,152.0,1
15,2,170.0,1
16,2,335.0,1
17,2,572.0,1
18,2,536.0,1
19,2,425.0,1
20,2,326.0,1
21,2,229.0,1
22,2,109.0,1
23,2,64.0,1
0,3,33.0,1
1,3,21.0,1
2,3,7.0,1
3,3,7.0,1
4,3,11.0,1
5,3,23.0,1
6,3,122.0,1
7,3,311.0,1
8,3,423.0,1
9,3,219.0,1
10,3,135.0,1
11,3,145.0,1
12,3,188.0,1
13,3,147.0,1
14,3,145.0,1
15,3,146.0,1
16,3,258.0,1
17,3,529.0,1
18,3,513.0,1
19,3,342.0,1
20,3,282.0,1
21,3,247.0,1
22,3,148.0,1
23,3,105.0,1
0,4,49.0,1
1,4,31.0,1
2,4,4.0,1
3,4,5.0,1
4,4,7.0,1
5,4,24.0,1
6,4,100.0,1
7,4,327.0,1
8,4,432.0,1
9,4,227.0,1
10,4,127.0,1
11,4,136.0,1
12,4,160.0,1
13,4,186.0,1
14,4,149.0,1
15,4,189.0,1
16,4,275.0,1
17,4,569.0,1
18,4,540.0,1
19,4,400.0,1
20,4,352.0,1
21,4,234.0,1
22,4,162.0,1
23,4,105.0,1
0,5,63.0,1
1,5,28.0,1
2,5,14.0,1
3,5,5.0,1
4,5,9.0,1
5,5,20.0,1
6,5,91.0,1
7,5,268.0,1
8,5,466.0,1
9,5,231.0,1
10,5,145.0,1
11,5,203.0,1
12,5,201.0,1
13,5,221.0,1
14,5,229.0,1
15,5,216.0,1
16,5,327.0,1
17,5,557.0,1
18,5,452.0,1
19,5,385.0,1
20,5,288.0,1
21,5,233.0,1
22,5,167.0,1
23,5,172.0,1
0,6,116.0,0
1,6,95.0,0
2,6,59.0,0
3,6,39.0,0
4,6,11.0,0
5,6,14.0,0
6,6,29.0,0
7,6,42.0,0
8,6,112.0,0
9,6,186.0,0
10,6,302.0,0
11,6,331.0,0
12,6,392.0,0
13,6,371.0,0
14,6,383.0,0
15,6,392.0,0
16,6,410.0,0
17,6,399.0,0
18,6,307.0,0
19,6,375.0,0
20,6,269.0,0
21,6,202.0,0
22,6,187.0,0
23,6,179.0,0
0,0,115.0,0
1,0,90.0,0
2,0,87.0,0
3,0,34.0,0
4,0,11.0,0
5,0,12.0,0
6,0,20.0,0
7,0,51.0,0
8,0,107.0,0
9,0,206.0,0
10,0,332.0,0
11,0,346.0,0
12,0,443.0,0
13,0,442.0,0
14,0,443.0,0
15,0,403.0,0
16,0,455.0,0
17,0,421.0,0
18,0,382.0,0
19,0,317.0,0
20,0,213.0,0
21,0,183.0,0
22,0,114.0,0
23,0,78.0,0
0,1,32.0,1
1,1,15.0,1
2,1,6.0,1
3,1,2.0,1
4,1,9.0,1
5,1,22.0,1
6,1,94.0,1
7,1,261.0,1
8,1,447.0,1
9,1,187.0,1
10,1,150.0,1
11,1,150.0,1
12,1,170.0,1
13,1,164.0,1
14,1,158.0,1
15,1,202.0,1
16,1,275.0,1
17,1,604.0,1
18,1,591.0,1
19,1,396.0,1
20,1,305.0,1
21,1,242.0,1
22,1,145.0,1
23,1,81.0,1
0,2,30.0,1
1,2,13.0,1
2,2,11.0,1
3,2,2.0,1
4,2,8.0,1
5,2,21.0,1
6,2,124.0,1
7,2,347.0,1
8,2,456.0,1
9,2,246.0,1
10,2,157.0,1
11,2,167.0,1
12,2,202.0,1
13,2,189.0,1
14,2,160.0,1
15,2,166.0,1
16,2,261.0,1
17,2,579.0,1
18,2,504.0,1
19,2,299.0,1
20,2,296.0,1
21,2,195.0,1
22,2,134.0,1
23,2,81.0,1
0,3,36.0,1
1,3,28.0,1
2,3,16.0,1
3,3,5.0,1
4,3,5.0,1
5,3,22.0,1
6,3,116.0,1
7,3,336.0,1
8,3,540.0,1
9,3,221.0,1
10,3,126.0,1
11,3,170.0,1
12,3,243.0,1
13,3,231.0,1
14,3,188.0,1
15,3,189.0,1
16,3,328.0,1
17,3,570.0,1
18,3,588.0,1
19,3,401.0,1
20,3,333.0,1
21,3,221.0,1
22,3,183.0,1
23,3,129.0,1
0,4,54.0,1
1,4,32.0,1
2,4,8.0,1
3,4,9.0,1
4,4,6.0,1
5,4,25.0,1
6,4,123.0,1
7,4,320.0,1
8,4,555.0,1
9,4,260.0,1
10,4,132.0,1
11,4,169.0,1
12,4,233.0,1
13,4,232.0,1
14,4,163.0,1
15,4,240.0,1
16,4,323.0,1
17,4,594.0,1
18,4,586.0,1
19,4,455.0,1
20,4,340.0,1
21,4,323.0,1
22,4,207.0,1
23,4,126.0,1
0,5,68.0,1
1,5,31.0,1
2,5,13.0,1
3,5,11.0,1
4,5,6.0,1
5,5,30.0,1
6,5,108.0,1
7,5,243.0,1
8,5,492.0,1
9,5,260.0,1
10,5,170.0,1
11,5,214.0,1
12,5,263.0,1
13,5,292.0,1
14,5,303.0,1
15,5,381.0,1
16,5,427.0,1
17,5,461.0,1
18,5,422.0,1
19,5,318.0,1
20,5,269.0,1
21,5,218.0,1
22,5,222.0,1
23,5,140.0,1
0,6,115.0,0
1,6,78.0,0
2,6,52.0,0
3,6,26.0,0
4,6,11.0,0
5,6,14.0,0
6,6,32.0,0
7,6,45.0,0
8,6,132.0,0
9,6,179.0,0
10,6,271.0,0
11,6,357.0,0
12,6,374.0,0
13,6,404.0,0
14,6,392.0,0
15,6,331.0,0
16,6,398.0,0
17,6,349.0,0
18,6,383.0,0
19,6,305.0,0
20,6,284.0,0
21,6,232.0,0
22,6,201.0,0
23,6,154.0,0
0,0,144.0,0
1,0,78.0,0
2,0,69.0,0
3,0,33.0,0
4,0,5.0,0
5,0,1.0,0
6,0,3.0,0
7,0,25.0,0
8,0,92.0,0
9,0,181.0,0
10,0,264.0,0
11,0,390.0,0
12,0,404.0,0
13,0,421.0,0
14,0,375.0,0
15,0,376.0,0
16,0,414.0,0
17,0,358.0,0
18,0,181.0,0
19,0,183.0,0
20,0,176.0,0
21,0,167.0,0
22,0,162.0,0
23,0,147.0,0
0,1,140.0,0
1,1,119.0,0
2,1,63.0,0
3,1,26.0,0
4,1,12.0,0
5,1,4.0,0
6,1,16.0,0
7,1,36.0,0
8,1,86.0,0
9,1,238.0,0
10,1,280.0,0
11,1,349.0,0
12,1,447.0,0
13,1,423.0,0
14,1,408.0,0
15,1,408.0,0
16,1,452.0,0
17,1,436.0,0
18,1,418.0,0
19,1,375.0,0
20,1,386.0,0
21,1,457.0,0
22,1,326.0,0
23,1,138.0,0
0,2,55.0,1
1,2,39.0,1
2,2,13.0,1
3,2,8.0,1
4,2,5.0,1
5,2,20.0,1
6,2,94.0,1
7,2,270.0,1
8,2,432.0,1
9,2,227.0,1
10,2,139.0,1
11,2,172.0,1
12,2,201.0,1
13,2,203.0,1
14,2,178.0,1
15,2,162.0,1
16,2,281.0,1
17,2,545.0,1
18,2,496.0,1
19,2,368.0,1
20,2,284.0,1
21,2,245.0,1
22,2,155.0,1
23,2,73.0,1
0,3,37.0,1
1,3,15.0,1
2,3,5.0,1
3,3,6.0,1
4,3,6.0,1
5,3,35.0,1
6,3,121.0,1
7,3,312.0,1
8,3,428.0,1
9,3,189.0,1
10,3,43.0,1
11,3,127.0,1
12,3,152.0,1
13,3,140.0,1
14,3,163.0,1
15,3,185.0,1
16,3,275.0,1
17,3,596.0,1
18,3,563.0,1
19,3,394.0,1
20,3,312.0,1
21,3,241.0,1
22,3,186.0,1
23,3,98.0,1
0,4,35.0,1
1,4,16.0,1
2,4,8.0,1
3,4,4.0,1
4,4,4.0,1
5,4,32.0,1
6,4,118.0,1
7,4,292.0,1
8,4,443.0,1
9,4,179.0,1
10,4,101.0,1
11,4,142.0,1
12,4,171.0,1
13,4,155.0,1
14,4,160.0,1
15,4,166.0,1
16,4,265.0,1
17,4,569.0,1
18,4,562.0,1
19,4,365.0,1
20,4,285.0,1
21,4,209.0,1
22,4,182.0,1
23,4,129.0,1
0,5,47.0,1
1,5,34.0,1
2,5,22.0,1
3,5,6.0,1
4,5,11.0,1
5,5,27.0,1
6,5,102.0,1
7,5,332.0,1
8,5,457.0,1
9,5,241.0,1
10,5,138.0,1
11,5,165.0,1
12,5,213.0,1
13,5,229.0,1
14,5,216.0,1
15,5,141.0,1
16,5,132.0,1
17,5,167.0,1
18,5,316.0,1
19,5,270.0,1
20,5,250.0,1
21,5,204.0,1
22,5,169.0,1
23,5,151.0,1
0,6,121.0,0
1,6,53.0,0
2,6,55.0,0
3,6,30.0,0
4,6,6.0,0
5,6,15.0,0
6,6,38.0,0
7,6,71.0,0
8,6,182.0,0
9,6,247.0,0
10,6,264.0,0
11,6,290.0,0
12,6,366.0,0
13,6,416.0,0
14,6,373.0,0
15,6,402.0,0
16,6,416.0,0
17,6,401.0,0
18,6,378.0,0
19,6,306.0,0
20,6,314.0,0
21,6,238.0,0
22,6,214.0,0
23,6,140.0,0
0,0,154.0,0
1,0,113.0,0
2,0,96.0,0
3,0,25.0,0
4,0,5.0,0
5,0,17.0,0
6,0,25.0,0
7,0,65.0,0
8,0,92.0,0
9,0,169.0,0
10,0,268.0,0
11,0,287.0,0
12,0,377.0,0
13,0,367.0,0
14,0,349.0,0
15,0,361.0,0
16,0,372.0,0
17,0,363.0,0
18,0,363.0,0
19,0,303.0,0
20,0,268.0,0
21,0,227.0,0
22,0,143.0,0
23,0,72.0,0
0,1,35.0,1
1,1,10.0,1
2,1,12.0,1
3,1,10.0,1
4,1,4.0,1
5,1,26.0,1
6,1,121.0,1
7,1,317.0,1
8,1,420.0,1
9,1,208.0,1
10,1,117.0,1
11,1,128.0,1
12,1,148.0,1
13,1,141.0,1
14,1,134.0,1
15,1,146.0,1
16,1,239.0,1
17,1,514.0,1
18,1,472.0,1
19,1,373.0,1
20,1,236.0,1
21,1,130.0,1
22,1,90.0,1
23,1,55.0,1
0,2,22.0,1
1,2,14.0,1
2,2,9.0,1
3,2,8.0,1
4,2,6.0,1
5,2,25.0,1
6,2,115.0,1
7,2,330.0,1
8,2,417.0,1
9,2,176.0,1
10,2,123.0,1
11,2,125.0,1
12,2,163.0,1
13,2,136.0,1
14,2,124.0,1
15,2,148.0,1
16,2,202.0,1
17,2,428.0,1
18,2,511.0,1
19,2,337.0,1
20,2,308.0,1
21,2,258.0,1
22,2,194.0,1
23,2,79.0,1
0,3,46.0,1
1,3,12.0,1
2,3,5.0,1
3,3,4.0,1
4,3,5.0,1
5,3,26.0,1
6,3,121.0,1
7,3,313.0,1
8,3,449.0,1
9,3,186.0,1
10,3,113.0,1
11,3,165.0,1
12,3,174.0,1
13,3,158.0,1
14,3,116.0,1
15,3,46.0,1
16,3,141.0,1
17,3,488.0,1
18,3,463.0,1
19,3,419.0,1
20,3,342.0,1
21,3,250.0,1
22,3,184.0,1
23,3,116.0,1
0,4,46.0,1
1,4,25.0,1
2,4,10.0,1
3,4,6.0,1
4,4,6.0,1
5,4,28.0,1
6,4,130.0,1
7,4,334.0,1
8,4,486.0,1
9,4,224.0,1
10,4,127.0,1
11,4,148.0,1
12,4,223.0,1
13,4,177.0,1
14,4,178.0,1
15,4,180.0,1
16,4,274.0,1
17,4,595.0,1
18,4,578.0,1
19,4,400.0,1
20,4,348.0,1
21,4,261.0,1
22,4,176.0,1
23,4,124.0,1
0,5,80.0,1
1,5,20.0,1
2,5,38.0,1
3,5,7.0,1
4,5,10.0,1
5,5,23.0,1
6,5,120.0,1
7,5,274.0,1
8,5,564.0,1
9,5,207.0,1
10,5,166.0,1
11,5,210.0,1
12,5,238.0,1
13,5,247.0,1
14,5,265.0,1
15,5,237.0,1
16,5,361.0,1
17,5,587.0,1
18,5,496.0,1
19,5,394.0,1
20,5,343.0,1
21,5,261.0,1
22,5,223.0,1
23,5,167.0,1
0,6,110.0,0
1,6,75.0,0
2,6,58.0,0
3,6,26.0,0
4,6,16.0,0
5,6,10.0,0
6,6,37.0,0
7,6,52.0,0
8,6,127.0,0
9,6,222.0,0
10,6,322.0,0
11,6,396.0,0
12,6,463.0,0
13,6,497.0,0
14,6,433.0,0
15,6,428.0,0
16,6,425.0,0
17,6,475.0,0
18,6,428.0,0
19,6,406.0,0
20,6,296.0,0
21,6,252.0,0
22,6,201.0,0
23,6,168.0,0
0,0,125.0,0
1,0,102.0,0
2,0,94.0,0
3,0,47.0,0
4,0,10.0,0
5,0,12.0,0
6,0,21.0,0
7,0,50.0,0
8,0,118.0,0
9,0,184.0,0
10,0,304.0,0
11,0,391.0,0
12,0,420.0,0
13,0,472.0,0
14,0,430.0,0
15,0,324.0,0
16,0,317.0,0
17,0,369.0,0
18,0,390.0,0
19,0,379.0,0
20,0,262.0,0
21,0,207.0,0
22,0,181.0,0
23,0,93.0,0
0,1,51.0,1
1,1,25.0,1
2,1,10.0,1
3,1,7.0,1
4,1,4.0,1
5,1,17.0,1
6,1,105.0,1
7,1,277.0,1
8,1,347.0,1
9,1,203.0,1
10,1,130.0,1
11,1,141.0,1
12,1,165.0,1
13,1,152.0,1
14,1,138.0,1
15,1,164.0,1
16,1,265.0,1
17,1,545.0,1
18,1,558.0,1
19,1,398.0,1
20,1,323.0,1
21,1,202.0,1
22,1,140.0,1
23,1,91.0,1
0,2,51.0,1
1,2,13.0,1
2,2,13.0,1
3,2,3.0,1
4,2,5.0,1
5,2,19.0,1
6,2,134.0,1
7,2,315.0,1
8,2,412.0,1
9,2,199.0,1
10,2,141.0,1
11,2,127.0,1
12,2,153.0,1
13,2,172.0,1
14,2,152.0,1
15,2,158.0,1
16,2,277.0,1
17,2,513.0,1
18,2,530.0,1
19,2,388.0,1
20,2,277.0,1
21,2,241.0,1
22,2,156.0,1
23,2,92.0,1
0,3,40.0,1
1,3,11.0,1
2,3,9.0,1
3,3,6.0,1
4,3,4.0,1
5,3,23.0,1
6,3,116.0,1
7,3,303.0,1
8,3,438.0,1
9,3,209.0,1
10,3,110.0,1
11,3,142.0,1
12,3,149.0,1
13,3,120.0,1
14,3,127.0,1
15,3,138.0,1
16,3,234.0,1
17,3,455.0,1
18,3,497.0,1
19,3,382.0,1
20,3,309.0,1
21,3,242.0,1
22,3,169.0,1
23,3,99.0,1
0,4,42.0,1
1,4,21.0,1
2,4,6.0,1
3,4,6.0,1
4,4,4.0,1
5,4,18.0,1
6,4,117.0,1
7,4,274.0,1
8,4,381.0,1
9,4,200.0,1
10,4,78.0,1
11,4,106.0,1
12,4,135.0,1
13,4,102.0,1
14,4,147.0,1
15,4,133.0,1
16,4,210.0,1
17,4,414.0,1
18,4,382.0,1
19,4,284.0,1
20,4,237.0,1
21,4,225.0,1
22,4,149.0,1
23,4,113.0,1
0,5,60.0,1
1,5,24.0,1
2,5,14.0,1
3,5,7.0,1
4,5,13.0,1
5,5,19.0,1
6,5,96.0,1
7,5,252.0,1
8,5,322.0,1
9,5,208.0,1
10,5,115.0,1
11,5,109.0,1
12,5,115.0,1
13,5,123.0,1
14,5,101.0,1
15,5,133.0,1
16,5,182.0,1
17,5,306.0,1
18,5,284.0,1
19,5,250.0,1
20,5,212.0,1
21,5,190.0,1
22,5,149.0,1
23,5,103.0,1
0,6,101.0,0
1,6,70.0,0
2,6,61.0,0
3,6,22.0,0
4,6,9.0,0
5,6,7.0,0
6,6,25.0,0
7,6,45.0,0
8,6,109.0,0
9,6,132.0,0
10,6,198.0,0
11,6,216.0,0
12,6,235.0,0
13,6,245.0,0
14,6,236.0,0
15,6,215.0,0
16,6,221.0,0
17,6,197.0,0
18,6,196.0,0
19,6,217.0,0
20,6,145.0,0
21,6,154.0,0
22,6,125.0,0
23,6,104.0,0
0,0,119.0,0
1,0,96.0,0
2,0,60.0,0
3,0,37.0,0
4,0,6.0,0
5,0,8.0,0
6,0,22.0,0
7,0,35.0,0
8,0,104.0,0
9,0,154.0,0
10,0,226.0,0
11,0,243.0,0
12,0,246.0,0
13,0,252.0,0
14,0,283.0,0
15,0,238.0,0
16,0,249.0,0
17,0,249.0,0
18,0,243.0,0
19,0,240.0,0
20,0,195.0,0
21,0,153.0,0
22,0,98.0,0
23,0,50.0,0
0,1,34.0,1
1,1,12.0,1
2,1,6.0,1
3,1,4.0,1
4,1,6.0,1
5,1,24.0,1
6,1,107.0,1
7,1,277.0,1
8,1,387.0,1
9,1,135.0,1
10,1,84.0,1
11,1,107.0,1
12,1,67.0,1
13,1,78.0,1
14,1,90.0,1
15,1,112.0,1
16,1,198.0,1
17,1,485.0,1
18,1,533.0,1
19,1,386.0,1
20,1,302.0,1
21,1,194.0,1
22,1,125.0,1
23,1,87.0,1
0,2,28.0,1
1,2,12.0,1
2,2,7.0,1
3,2,4.0,1
4,2,6.0,1
5,2,27.0,1
6,2,110.0,1
7,2,318.0,1
8,2,424.0,1
9,2,187.0,1
10,2,138.0,1
11,2,151.0,1
12,2,147.0,1
13,2,182.0,1
14,2,147.0,1
15,2,163.0,1
16,2,254.0,1
17,2,537.0,1
18,2,546.0,1
19,2,398.0,1
20,2,290.0,1
21,2,267.0,1
22,2,158.0,1
23,2,89.0,1
0,3,45.0,1
1,3,10.0,1
2,3,6.0,1
3,3,4.0,1
4,3,4.0,1
5,3,18.0,1
6,3,123.0,1
7,3,347.0,1
8,3,433.0,1
9,3,216.0,1
10,3,114.0,1
11,3,136.0,1
12,3,169.0,1
13,3,180.0,1
14,3,127.0,1
15,3,140.0,1
16,3,268.0,1
17,3,572.0,1
18,3,541.0,1
19,3,375.0,1
20,3,294.0,1
21,3,245.0,1
22,3,180.0,1
23,3,109.0,1
0,4,45.0,1
1,4,29.0,1
2,4,7.0,1
3,4,5.0,1
4,4,6.0,1
5,4,27.0,1
6,4,116.0,1
7,4,305.0,1
8,4,456.0,1
9,4,210.0,1
10,4,116.0,1
11,4,154.0,1
12,4,186.0,1
13,4,152.0,1
14,4,138.0,1
15,4,146.0,1
16,4,256.0,1
17,4,468.0,1
18,4,483.0,1
19,4,322.0,1
20,4,270.0,1
21,4,196.0,1
22,4,174.0,1
23,4,123.0,1
0,5,57.0,1
1,5,34.0,1
2,5,13.0,1
3,5,11.0,1
4,5,6.0,1
5,5,27.0,1
6,5,90.0,1
7,5,254.0,1
8,5,384.0,1
9,5,179.0,1
10,5,106.0,1
11,5,161.0,1
12,5,135.0,1
13,5,156.0,1
14,5,148.0,1
15,5,169.0,1
16,5,233.0,1
17,5,421.0,1
18,5,362.0,1
19,5,241.0,1
20,5,206.0,1
21,5,163.0,1
22,5,174.0,1
23,5,116.0,1
0,6,133.0,0
1,6,90.0,0
2,6,42.0,0
3,6,43.0,0
4,6,10.0,0
5,6,13.0,0
6,6,24.0,0
7,6,42.0,0
8,6,114.0,0
9,6,174.0,0
10,6,261.0,0
11,6,317.0,0
12,6,341.0,0
13,6,308.0,0
14,6,305.0,0
15,6,302.0,0
16,6,302.0,0
17,6,302.0,0
18,6,299.0,0
19,6,256.0,0
20,6,206.0,0
21,6,205.0,0
22,6,209.0,0
23,6,177.0,0
0,0,113.0,0
1,0,79.0,0
2,0,67.0,0
3,0,50.0,0
4,0,13.0,0
5,0,8.0,0
6,0,13.0,0
7,0,45.0,0
8,0,142.0,0
9,0,183.0,0
10,0,254.0,0
11,0,275.0,0
12,0,338.0,0
13,0,294.0,0
14,0,326.0,0
15,0,293.0,0
16,0,306.0,0
17,0,320.0,0
18,0,304.0,0
19,0,274.0,0
20,0,275.0,0
21,0,164.0,0
22,0,96.0,0
23,0,70.0,0
0,1,29.0,1
1,1,17.0,1
2,1,11.0,1
3,1,4.0,1
4,1,4.0,1
5,1,26.0,1
6,1,100.0,1
7,1,282.0,1
8,1,382.0,1
9,1,166.0,1
10,1,97.0,1
11,1,119.0,1
12,1,168.0,1
13,1,150.0,1
14,1,123.0,1
15,1,129.0,1
16,1,231.0,1
17,1,514.0,1
18,1,543.0,1
19,1,413.0,1
20,1,305.0,1
21,1,220.0,1
22,1,137.0,1
23,1,96.0,1
0,2,29.0,1
1,2,12.0,1
2,2,8.0,1
3,2,5.0,1
4,2,10.0,1
5,2,21.0,1
6,2,117.0,1
7,2,335.0,1
8,2,435.0,1
9,2,213.0,1
10,2,140.0,1
11,2,128.0,1
12,2,157.0,1
13,2,203.0,1
14,2,159.0,1
15,2,168.0,1
16,2,274.0,1
17,2,556.0,1
18,2,556.0,1
19,2,454.0,1
20,2,288.0,1
21,2,254.0,1
22,2,191.0,1
23,2,132.0,1
0,3,43.0,1
1,3,16.0,1
2,3,11.0,1
3,3,4.0,1
4,3,7.0,1
5,3,24.0,1
6,3,110.0,1
7,3,271.0,1
8,3,437.0,1
9,3,195.0,1
10,3,68.0,1
11,3,122.0,1
12,3,161.0,1
13,3,144.0,1
14,3,147.0,1
15,3,118.0,1
16,3,150.0,1
17,3,425.0,1
18,3,492.0,1
19,3,321.0,1
20,3,87.0,1
21,3,88.0,1
22,3,77.0,1
23,3,56.0,1
0,4,17.0,1
1,4,17.0,1
2,4,7.0,1
3,4,3.0,1
4,4,7.0,1
5,4,20.0,1
6,4,97.0,1
7,4,282.0,1
8,4,398.0,1
9,4,187.0,1
10,4,113.0,1
11,4,149.0,1
12,4,205.0,1
13,4,205.0,1
14,4,167.0,1
15,4,165.0,1
16,4,290.0,1
17,4,555.0,1
18,4,523.0,1
19,4,366.0,1
20,4,286.0,1
21,4,211.0,1
22,4,174.0,1
23,4,132.0,1
0,5,54.0,1
1,5,19.0,1
2,5,19.0,1
3,5,6.0,1
4,5,7.0,1
5,5,16.0,1
6,5,101.0,1
7,5,270.0,1
8,5,454.0,1
9,5,226.0,1
10,5,163.0,1
11,5,147.0,1
12,5,216.0,1
13,5,204.0,1
14,5,245.0,1
15,5,210.0,1
16,5,330.0,1
17,5,550.0,1
18,5,466.0,1
19,5,372.0,1
20,5,291.0,1
21,5,173.0,1
22,5,188.0,1
23,5,139.0,1
0,6,133.0,0
1,6,67.0,0
2,6,53.0,0
3,6,42.0,0
4,6,10.0,0
5,6,6.0,0
6,6,27.0,0
7,6,63.0,0
8,6,121.0,0
9,6,215.0,0
10,6,290.0,0
11,6,349.0,0
12,6,382.0,0
13,6,441.0,0
14,6,380.0,0
15,6,362.0,0
16,6,343.0,0
17,6,149.0,0
18,6,211.0,0
19,6,171.0,0
20,6,137.0,0
21,6,114.0,0
22,6,120.0,0
23,6,108.0,0
0,0,80.0,0
1,0,73.0,0
2,0,66.0,0
3,0,32.0,0
4,0,6.0,0
5,0,5.0,0
6,0,13.0,0
7,0,39.0,0
8,0,89.0,0
9,0,184.0,0
10,0,266.0,0
11,0,269.0,0
12,0,370.0,0
13,0,324.0,0
14,0,322.0,0
15,0,326.0,0
16,0,193.0,0
17,0,194.0,0
18,0,229.0,0
19,0,228.0,0
20,0,183.0,0
21,0,136.0,0
22,0,103.0,0
23,0,55.0,0
0,1,30.0,1
1,1,12.0,1
2,1,7.0,1
3,1,1.0,1
4,1,10.0,1
5,1,15.0,1
6,1,95.0,1
7,1,267.0,1
8,1,349.0,1
9,1,183.0,1
10,1,124.0,1
11,1,179.0,1
12,1,182.0,1
13,1,151.0,1
14,1,150.0,1
15,1,126.0,1
16,1,282.0,1
17,1,527.0,1
18,1,529.0,1
19,1,416.0,1
20,1,286.0,1
21,1,186.0,1
22,1,147.0,1
23,1,72.0,1
0,2,35.0,1
1,2,14.0,1
2,2,12.0,1
3,2,3.0,1
4,2,7.0,1
5,2,30.0,1
6,2,101.0,1
7,2,343.0,1
8,2,392.0,1
9,2,175.0,1
10,2,144.0,1
11,2,149.0,1
12,2,185.0,1
13,2,175.0,1
14,2,148.0,1
15,2,164.0,1
16,2,285.0,1
17,2,532.0,1
18,2,585.0,1
19,2,371.0,1
20,2,292.0,1
21,2,230.0,1
22,2,155.0,1
23,2,75.0,1
0,3,37.0,1
1,3,17.0,1
2,3,11.0,1
3,3,4.0,1
4,3,5.0,1
5,3,32.0,1
6,3,119.0,1
7,3,305.0,1
8,3,399.0,1
9,3,180.0,1
10,3,113.0,1
11,3,149.0,1
12,3,240.0,1
13,3,191.0,1
14,3,178.0,1
15,3,194.0,1
16,3,282.0,1
17,3,584.0,1
18,3,559.0,1
19,3,413.0,1
20,3,312.0,1
21,3,209.0,1
22,3,139.0,1
23,3,108.0,1
0,4,46.0,1
1,4,26.0,1
2,4,11.0,1
3,4,9.0,1
4,4,5.0,1
5,4,25.0,1
6,4,106.0,1
7,4,307.0,1
8,4,390.0,1
9,4,197.0,1
10,4,132.0,1
11,4,187.0,1
12,4,214.0,1
13,4,217.0,1
14,4,142.0,1
15,4,178.0,1
16,4,298.0,1
17,4,582.0,1
18,4,571.0,1
19,4,371.0,1
20,4,288.0,1
21,4,206.0,1
22,4,157.0,1
23,4,127.0,1
0,5,65.0,1
1,5,23.0,1
2,5,15.0,1
3,5,9.0,1
4,5,5.0,1
5,5,26.0,1
6,5,76.0,1
7,5,264.0,1
8,5,426.0,1
9,5,205.0,1
10,5,130.0,1
11,5,156.0,1
12,5,222.0,1
13,5,253.0,1
14,5,186.0,1
15,5,249.0,1
16,5,334.0,1
17,5,516.0,1
18,5,465.0,1
19,5,385.0,1
20,5,287.0,1
21,5,226.0,1
22,5,231.0,1
23,5,151.0,1
0,6,84.0,0
1,6,77.0,0
2,6,74.0,0
3,6,27.0,0
4,6,10.0,0
5,6,18.0,0
6,6,22.0,0
7,6,44.0,0
8,6,118.0,0
9,6,208.0,0
10,6,260.0,0
11,6,314.0,0
12,6,421.0,0
13,6,153.0,0
14,6,259.0,0
15,6,358.0,0
16,6,281.0,0
17,6,269.0,0
18,6,292.0,0
19,6,237.0,0
20,6,183.0,0
21,6,167.0,0
22,6,154.0,0
23,6,120.0,0
0,0,90.0,0
1,0,73.0,0
2,0,62.0,0
3,0,27.0,0
4,0,3.0,0
5,0,10.0,0
6,0,6.0,0
7,0,24.0,0
8,0,41.0,0
9,0,103.0,0
10,0,183.0,0
11,0,198.0,0
12,0,281.0,0
13,0,377.0,0
14,0,370.0,0
15,0,331.0,0
16,0,292.0,0
17,0,329.0,0
18,0,347.0,0
19,0,259.0,0
20,0,193.0,0
21,0,155.0,0
22,0,39.0,0
23,0,27.0,0
0,1,25.0,1
1,1,10.0,1
2,1,3.0,1
3,1,7.0,1
4,1,5.0,1
5,1,17.0,1
6,1,90.0,1
7,1,258.0,1
8,1,355.0,1
9,1,222.0,1
10,1,141.0,1
11,1,153.0,1
12,1,178.0,1
13,1,193.0,1
14,1,151.0,1
15,1,182.0,1
16,1,283.0,1
17,1,530.0,1
18,1,483.0,1
19,1,397.0,1
20,1,285.0,1
21,1,184.0,1
22,1,98.0,1
23,1,88.0,1
0,2,31.0,1
1,2,16.0,1
2,2,4.0,1
3,2,6.0,1
4,2,5.0,1
5,2,30.0,1
6,2,119.0,1
7,2,346.0,1
8,2,441.0,1
9,2,198.0,1
10,2,111.0,1
11,2,150.0,1
12,2,162.0,1
13,2,192.0,1
14,2,182.0,1
15,2,159.0,1
16,2,303.0,1
17,2,600.0,1
18,2,570.0,1
19,2,376.0,1
20,2,280.0,1
21,2,215.0,1
22,2,152.0,1
23,2,77.0,1
0,3,24.0,1
1,3,14.0,1
2,3,6.0,1
3,3,5.0,1
4,3,5.0,1
5,3,28.0,1
6,3,105.0,1
7,3,308.0,1
8,3,487.0,1
9,3,209.0,1
10,3,118.0,1
11,3,128.0,1
12,3,189.0,1
13,3,176.0,1
14,3,192.0,1
15,3,159.0,1
16,3,300.0,1
17,3,552.0,1
18,3,556.0,1
19,3,347.0,1
20,3,280.0,1
21,3,230.0,1
22,3,171.0,1
23,3,105.0,1
0,4,56.0,1
1,4,24.0,1
2,4,6.0,1
3,4,6.0,1
